aspect_id,performance_id,section,aspect_num,aspect_desc,info_flag,credit_flag,base_value,factor,goe,ref,scores_of_panel
1838eabb83,b1441268bd,elements,,,,,12.7,,,,13.85
184c1937aa,5fc1013d34,elements,2,CCoSp1,,,2.0,,0.4,,2.4
185b00379a,a703c634fe,elements,4,CoSp,,,0.0,,0.0,,0.0
1860d7abea,d57ab95a95,elements,7,1A+1Lo,,,1.6,,0.0,,1.6
186ecc7c45,3ca64d170d,elements,6,USpB,,,1.0,,0.07,,1.07
1872a7e992,691b4ec933,elements,6,2S,,,1.3,,-0.09,,1.21
1877209133,6bf59c1925,elements,7,1S,,x,0.8,,0.0,,0.8
1881d5b497,0ccca59e4b,elements,5,SSp1,,,1.3,,0.04,,1.34
1887b92f63,e5b91d59d9,components,,Skating Skills,,,,1.6,,,3.75
189048bb3f,5fc1013d34,components,,Skating Skills,,,,2.5,,,2.5
189cf9da39,a7351e5e5c,elements,6,1F+1T,,,0.9,,0.0,,0.9
18bd7db717,a7bc0fe783,elements,6,1F+1T,,,0.9,,0.0,,0.9
18dd5e1b79,0faf8d7c29,elements,6,1A*,*,,0.0,,0.0,,0.0
18edfb1168,a5232a6dbe,elements,3,StSq1,,,1.8,,0.12,,1.92
191982b741,0c89133d31,elements,1,1A,,,1.1,,-0.55,,0.55
19312a654a,66f7086436,components,,Performance,,,,1.7,,,3.5
1955dc9252,fd2f876210,components,,Skating Skills,,,,1.0,,,1.42
1980d72a23,ddab4f666d,elements,5,1A,,,1.1,,0.18,,1.28
19856723cb,a03453249b,elements,5,StSq,,,0.0,,0.0,,0.0
19a99adc28,87b14d814d,elements,5,2S,,,1.3,,-0.65,,0.65
19aa9f23db,a7351e5e5c,elements,1,1A,,,1.1,,-0.07,,1.03
19b12d24b1,9b34a3206f,components,,Skating Skills,,,,0.5,,,2.5
19b7da70c3,97120b733a,elements,2,CCoSp1,,,2.0,,0.2,,2.2
19c23c5e1a,41dbf67cd2,elements,6,1Lz,,x,1.2,,-0.02,,1.18
19c2594b1f,71027ca9f4,elements,,,,,10.6,,,,8.77
19c3a0a76b,523152c765,elements,4,1A,,,1.1,,-0.11,,0.99
19cac05167,556273d14d,components,,Skating Skills,,,,2.0,,,3.83
19da519d2d,9b34a3206f,components,,Interpretation,,,,0.5,,,2.5
19df3040e8,634e1ea0c5,elements,4,1S+2Lo,,,2.1,,-0.4,,1.7
19e034e627,ed76f92308,elements,2,1A,,,1.1,,-0.55,,0.55
19ed0f8284,2e3942e31a,components,,Performance,,,,2.5,,,2.83
19fb304b61,991d66bf0d,elements,1,2F+2T,,,3.1,,-0.18,,2.92
1a2724a66d,b7f3cd43bd,elements,1,2Lo,,,1.7,,0.06,,1.76
1a4b9f569b,7877fb591a,components,,Transitions,,,,1.0,,,1.92
1a4de626e1,5f71ecc439,elements,,,,,8.9,,,,8.62
1a5b1060ea,d65f420a31,elements,4,2T,,,1.3,,0.0,,1.3
1a6a6b3f17,7af3582931,elements,4,2Lo,,,1.7,,0.11,,1.81
1a7e0bd849,552c6c5564,components,,Performance,,,,2.5,,,3.08
1a834dee31,fd2f876210,components,,Interpretation,,,,1.0,,,1.42
1a845e3e8d,8bdbc1103b,elements,1,2S,,,1.3,,-0.13,,1.17
1a88a1d8b9,9614d4a18f,elements,3,StSq2,,,2.6,,0.26,,2.86
1ab13c9f89,c4f74b584e,components,,Transitions,,,,1.0,,,2.0
1ac059d9a1,2127e8e94d,elements,1,1A+1T<<,<<,,1.1,,-0.37,,0.73
1afcafaab9,8469770de1,elements,4,CCoSp2,,,2.5,,0.0,,2.5
1b285de262,0045d6ca7a,elements,2,USp1,,,1.2,,-0.08,,1.12
1b39b07562,542d4970b9,components,,Performance,,,,1.7,,,3.17
1b3d4f5213,9071530734,elements,7,2S+2T,,,2.6,,-0.13,,2.47
1b3e32ff8a,d685504907,elements,3,CCoSp,,,0.0,,0.0,,0.0
1b45bf1ed1,d572716b32,elements,4,3T+REP,,,2.94,,-2.1,,0.84
1b75ee6098,89944ec100,components,,Performance,,,,1.7,,,3.0
1b82183192,3c3a5f6477,elements,8,2S,,,1.3,,0.04,,1.34
1baae31bf0,e9b50dc122,elements,7,SSp1,,,1.3,,-0.09,,1.21
1bc6028f22,4e177c3666,elements,3,StSq2,,,2.6,,0.26,,2.86
1bcdb2ffc3,870bf02103,elements,5,1T,,x,0.8,,0.0,,0.8
1bd1f54f96,b59a716b68,elements,3,FCSSp3,,,2.6,,0.17,,2.77
1bf3e4f6d5,ce8038e2c9,components,,Skating Skills,,,,1.7,,,3.58
1bf5be0bf5,c3a061e577,elements,7,SSp2,,,1.6,,0.16,,1.76
1c1d9c235f,fa66b04001,elements,1,2S+1T,,,1.7,,0.0,,1.7
1c51ccc975,c50fbeb9db,elements,,,,,12.0,,,,11.88
1c59250622,b1441268bd,elements,1,1A+1Lo,,,1.6,,0.18,,1.78
1c5bcc009d,71027ca9f4,elements,5,2S,,,1.3,,-0.09,,1.21
1c8a331ecb,e3978df89c,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
1cc29b67c0,aff309cd4b,elements,3,CCoSp2,,,2.5,,0.25,,2.75
1cd1c97799,acc7622aa0,elements,1,1T,,x,0.8,,-0.03,,0.77
1cd562fa4e,991d66bf0d,components,,Performance,,,,1.8,,,2.92
1cd690c61c,aff9b058c5,elements,3,SSp2,,,1.6,,0.32,,1.92
1cf3b88125,7af3582931,elements,1,2S+1Eu+2S,,,3.1,,0.0,,3.1
1cfa22e8f0,d901216749,elements,3,1F+1T,,,0.9,,0.02,,0.92
1cfc439513,e19fb1870a,elements,,,,,10.54,,,,10.28
1d10506587,0ed96fe179,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
1d30e9506b,36512b63e8,elements,4,2S,,,1.3,,-0.35,,0.95
1d3ea2de3b,dc3293e950,elements,2,2Lz+2T,,,3.4,,-0.84,,2.56
1d47c4d7b3,22d304974f,components,,Skating Skills,,,,2.5,,,2.5
1d51f12e19,f1b4bbab50,components,,Performance,,,,2.5,,,2.33
1d5c2cabeb,4a048850bc,components,,Skating Skills,,,,1.7,,,3.25
1d63ca6497,5f50da0265,elements,4,StSqB,,,1.5,,-0.05,,1.45
1d7756af13,242c72c8ec,elements,4,1T,,x,0.8,,0.0,,0.8
1d862daf40,351cc99764,elements,6,1A,,,1.1,,-0.44,,0.66
1d8b20231f,a390cf882d,elements,7,CoSp1,,,1.7,,0.0,,1.7
1d8c1a3886,81aaacf960,elements,7,CCoSp1,,,2.0,,0.07,,2.07
1d92a8910b,d302863698,elements,6,1Lo,,x,1.0,,0.0,,1.0
1da44fb443,a1d26bc58e,components,,Transitions,,,,2.0,,,3.83
1dc16cbb90,d86c69a584,elements,7,SSp2,,,1.6,,0.16,,1.76
1dcad3b45f,47abe792de,elements,2,2Lo<<,<<,,0.5,,-0.25,,0.25
1dd6b05008,d480965e05,elements,3,1A+2T,,,2.4,,0.26,,2.66
1e17680eb7,ce091a973e,elements,4,StSqB,,,1.5,,-0.05,,1.45
1e33f460a8,c4f74b584e,elements,4,StSqB,,,1.5,,-0.15,,1.35
1e54ecdd23,e93cca6a6b,components,,Performance,,,,1.0,,,2.5
1e6211baab,d6bf443adb,components,,Skating Skills,,,,1.7,,,3.67
1e6d14f8c9,caa1956039,elements,5,1A+1Lo,,,1.6,,0.07,,1.67
1e721cb9cd,506ccbb4da,components,,Performance,,,,1.7,,,2.83
1e901dcf3a,9308736e6f,components,,Interpretation of the Music,,,,1.7,,,3.08
1e9dc7a401,6a777fab56,elements,,,,,15.01,,,,12.38
1ea0d6dfde,b5e5181ce5,components,,Performance,,,,1.7,,,3.67
1ea237f007,fdf4edffc3,components,,Skating Skills,,,,1.7,,,3.42
1f02fae333,f46341d239,components,,Transitions,,,,1.0,,,2.75
1f05dfae01,02f4eae2a0,elements,3,StSqB,,,1.5,,0.0,,1.5
1f0c1d12d8,8da29c25af,elements,2,1F,,,0.5,,0.05,,0.55
1f31573335,b2bf35d57d,elements,6,1A+SEQ+1T*,*,,0.88,,-0.37,,0.51
1f57e24bf0,7e997e32e0,components,,Transitions,,,,0.5,,,2.58
1f7120f7f6,18f0b02a64,elements,6,2Sq,q,,1.3,,-0.65,,0.65
1fadda4cfb,b07781efa1,components,,Skating Skills,,,,1.8,,,3.75
1faf93a166,89944ec100,elements,4,CCoSp2V,,,1.88,,0.0,,1.88
1fbdda05aa,40dbb42122,elements,1,1S+1Lo,,x,1.8,,0.03,,1.83
1fe953d54e,85908e5dc9,elements,6,CSp2,,,1.8,,0.12,,1.92
1ff1ceaa2b,89944ec100,elements,7,CSSp2,,,2.3,,-0.08,,2.22
1ffd5f1323,2477bcd35e,elements,2,CoSpB,,,1.5,,0.05,,1.55
20003be55d,26a1a3bc5b,elements,5,StSqB,,,1.5,,0.0,,1.5
20015a1fb6,0ffb75eb13,elements,8,CCSp2,,,2.3,,0.08,,2.38
202d6ef9ce,0045d6ca7a,elements,1,StSqB,,,1.5,,0.0,,1.5
2043e8edb9,c2b606e2ac,elements,7,CCoSp2,,,2.5,,-0.25,,2.25
205c6910c3,7844d971b7,elements,2,2S+1T,,,1.7,,-0.13,,1.57
205d212fed,51ab4bad49,elements,7,StSqB,,,1.5,,0.0,,1.5
20612d838e,dde37a54b4,elements,1,1F,,,0.5,,0.03,,0.53
2068bb8ef1,3ca64d170d,elements,5,1F,,x,1.0,,0.0,,1.0
206efe8851,3c3a5f6477,components,,Interpretation of the Music,,,,1.7,,,3.42
2075cdc024,1198fc6e65,elements,3,CCoSp1V,,,1.5,,-0.2,,1.3
207a01395b,7ac68ad6f8,components,,Skating Skills,,,,2.5,,,2.75
207dc954e2,95d4f14cd9,components,,Performance,,,,1.0,,,1.58
2088e532b6,6cdcb662e6,elements,1,2T+1A+SEQ,,,1.92,,0.04,,1.96
20a429b644,1e526a4fcb,elements,,,,,7.0,,,,7.15
20a9adf6b2,ee7af6ee01,elements,1,2Lo+1T,,,2.1,,0.11,,2.21
20eca3b295,d9df5d42cc,elements,5,1A+1Lo,,,1.6,,0.07,,1.67
20f231b177,1524ed743d,elements,4,1Lz+1A+SEQ,,,1.36,,0.04,,1.4
20f9c7ee7c,f867ec6a25,elements,5,CCoSpBV,,,1.28,,-0.09,,1.19
210ad4c247,b59a716b68,elements,2,2F,,,1.8,,0.0,,1.8
210eecd3d4,71a4576c93,elements,,,,,14.0,,,,14.48
214f603663,d65f420a31,elements,7,2F+2T,,,3.1,,-0.09,,3.01
215585eada,fd59acf9b8,elements,7,2S,,,1.3,,-0.65,,0.65
2185797572,430691cdbd,elements,5,1F+1A+SEQ,,,1.28,,-0.26,,1.02
218c239097,06a4083116,elements,2,2S,,,1.3,,-0.13,,1.17
2191072efd,a07c29680d,elements,,,,,6.48,,,,6.44
219ab765c2,ca06c998d3,components,,Skating Skills,,,,1.7,,,3.33
21a2ba0169,92ced3aafa,elements,7,2S,,,1.3,,-0.3,,1.0
21a5aea27b,78439e5881,elements,2,StSqB,,,1.5,,-0.1,,1.4
21edba6769,d9df5d42cc,elements,6,SSp2,,,1.6,,0.16,,1.76
21f3f7f10b,7ae96e113c,elements,1,1A+1Lo,,,1.6,,0.15,,1.75
220f055a7a,f9c11a575b,elements,,,,,10.0,,,,9.26
2213b26f8f,d57ab95a95,elements,4,CCoSp2,,,2.5,,-0.08,,2.42
225268b654,d65f420a31,elements,5,StSq2,,,2.6,,0.2,,2.8
225a1d35ff,40dbb42122,elements,,,,,8.9,,,,9.03
22600eff95,e612ea912d,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
2275297a0c,4e177c3666,elements,4,2Sq+1T,q,,1.7,,-0.26,,1.44
22ba1b57ea,0da9209265,elements,8,CCoSp1,,,2.0,,0.0,,2.0
22c34e0b19,3be861abff,elements,,,,,8.48,,,,7.89
22d5dec4ff,bf93cb4620,elements,7,CCoSp2,,,2.5,,0.08,,2.58
22ebf8c43b,a1d26bc58e,components,,Performance,,,,2.0,,,4.08
22f7b58e32,a1d26bc58e,elements,6,FCCoSp3,,,3.0,,0.3,,3.3
22fac65b1f,242c72c8ec,elements,3,SSpB,,,1.1,,-0.04,,1.06
230bb24f11,b59a716b68,components,,Interpretation of the Music,,,,1.8,,,3.58
230bdd6291,b5cfde33de,elements,1,2T+1A+SEQ,,,1.92,,0.04,,1.96
230fdd9f97,552c6c5564,elements,1,2S<,<,,1.04,,-0.35,,0.69
232cf315bb,ba712159f7,components,,Skating Skills,,,,0.5,,,3.08
23457d00eb,ada16af4a8,elements,4,2S,,,1.3,,-0.43,,0.87
2347a6b73a,634e1ea0c5,elements,1,1F+1Lo,,,1.0,,0.0,,1.0
234a52aa87,a5c1f37deb,components,,Performance,,,,2.5,,,3.17
23536f1d1f,a5232a6dbe,elements,7,CSSpBV,,,1.2,,0.32,,1.52
236d904609,d302863698,elements,7,USpB,,,1.0,,0.0,,1.0
236fcb18be,80236df2a4,components,,Performance,,,,2.5,,,3.42
237df0f43a,9e0c4f3df0,elements,5,StSq2,,,2.6,,-0.17,,2.43
239b5a7069,9660a36d6a,components,,Skating Skills,,,,1.0,,,1.33
239f388d3f,66280bab53,elements,3,CSSp1,,,1.9,,0.0,,1.9
23aaac4f4e,556273d14d,elements,4,3T+REP,,,2.94,,-2.1,,0.84
23c1f203d4,66280bab53,elements,7,CCoSp2,,,2.5,,0.42,,2.92
23c44f37ed,740c7588f3,elements,2,1S,,x,0.8,,0.0,,0.8
23cc2b2745,f09e7c4409,elements,3,StSqB,,,1.5,,0.0,,1.5
23d45949a7,87704e367d,elements,,,,,11.2,,,,9.52
23db5da229,3be861abff,elements,2,StSqB,,,1.5,,-0.15,,1.35
23de9c2268,802207973b,components,,Performance,,,,1.7,,,3.5
23f5e39be0,556273d14d,components,,Composition,,,,2.0,,,3.25
240b94fe95,3bd8052b3d,elements,8,CoSp1V,,,1.28,,-0.04,,1.24
2413870663,fdcad27a48,elements,3,CoSp,,,0.0,,0.0,,0.0
2413a15ea8,02f4eae2a0,elements,2,1F+1Lo,,x,2.0,,0.0,,2.0
242bcc06c9,3b5ec5ad10,components,,Skating Skills,,,,1.0,,,2.0
242ed0d602,d302863698,elements,2,StSqB,,,1.5,,-0.15,,1.35
2434bb6886,1d3ae89e3d,elements,6,2F,,,1.8,,-0.54,,1.26
243b0b929b,afa452f5d9,components,,Performance,,,,2.5,,,2.58
243ff0bc72,7986f7aba7,components,,Interpretation,,,,1.0,,,0.92
245b923a26,c2b606e2ac,elements,1,2Lze+2T,e,,2.98,,-0.39,,2.59
248fc067bc,d94872bf92,elements,2,StSq,,,0.0,,0.0,,0.0
2490064d11,d86c69a584,elements,1,1A,,,1.1,,0.07,,1.17
2494f9716f,eb7b8172b4,elements,3,1A<<,<<,,0.0,,0.0,,0.0
24d0829536,d57ab95a95,elements,3,1F!,!,,0.5,,-0.05,,0.45
250694f147,a7bc0fe783,elements,1,1A,,,1.1,,-0.11,,0.99
250a5ac984,d712134c79,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
251fc61ad8,b0b5045921,elements,5,CoSpB,,,1.5,,-0.25,,1.25
2539905bfb,8ba3b27b44,elements,2,2S+1A+SEQ,,,1.92,,0.0,,1.92
253e7876d3,4e3f545e55,elements,6,1S,,,0.4,,-0.13,,0.27
253fa2ece4,ebdfb1fe5d,elements,2,1A,,,1.1,,-0.29,,0.81
2543b9c7e1,2af5a5445b,components,,Skating Skills,,,,0.5,,,2.25
255146e6a9,64b89b2f61,elements,4,1A,,,1.1,,-0.04,,1.06
2565896a01,7f5c07052f,elements,1,2F,,,1.8,,-0.9,,0.9
256a579abd,6c858bc0ee,components,,Transitions,,,,1.0,,,2.17
257cc59fe6,0ccca59e4b,components,,Performance,,,,1.0,,,2.75
2583f7f6d5,e42e850f18,elements,4,2F<,<,,1.44,,-0.72,,0.72
2598da67d8,9614d4a18f,components,,Interpretation of the Music,,,,1.7,,,3.42
25e2d706c4,33bd50a7c5,elements,,,,,12.7,,,,12.06
25e8ecd845,bfe3387c0e,elements,4,2F!<<,<<,,0.5,,-0.2,,0.3
25ef8d1e55,47abe792de,elements,4,FCCoSp1V,,,1.5,,-0.4,,1.1
2639b66eb8,9b550e9b27,elements,4,CCoSp2,,,2.5,,-0.08,,2.42
263b54551a,c9635f3dba,components,,Transitions,,,,0.5,,,2.08
26462001b2,316a0a0061,elements,3,1A,,,1.1,,-0.4,,0.7
26500cefda,505f8ee056,elements,6,CSSp2,,,2.3,,-0.23,,2.07
266f59e3b2,07467f8432,elements,,,,,10.8,,,,10.84
2685ace9af,2c07a3da99,elements,5,1A+1T,,,1.5,,-0.04,,1.46
2694b9022a,233ed55b10,elements,6,1A,,,1.1,,0.11,,1.21
269e75e9d9,3c3a5f6477,components,,Performance,,,,1.7,,,3.5
26aceadc13,152efd405d,elements,3,FCSSp2,,,2.3,,0.08,,2.38
26b1745c52,523152c765,elements,,,,,7.3,,,,5.62
26de62db02,501014a6eb,elements,3,1A,,,1.1,,-0.07,,1.03
26e3f46a22,9b186af195,elements,,,,,9.1,,,,8.91
27016f89c5,fc471a28bf,elements,3,1Lz!,!,,0.6,,-0.1,,0.5
271d6b695a,bab72c8bad,elements,1,2S,,,1.3,,-0.13,,1.17
271f3c760f,e09453aa04,elements,2,2S,,,1.3,,0.0,,1.3
272143975b,089c83d095,components,,Skating Skills,,,,2.5,,,2.67
272cd3a05e,991d66bf0d,elements,,,,,19.16,,,,17.91
273346d8d6,6bf59c1925,elements,1,1S+1Lo,,x,1.8,,0.02,,1.82
274c280aa3,85908e5dc9,elements,5,1A,,,1.1,,-0.55,,0.55
27582b23ba,fd1baaedea,elements,6,FCCoSp1,,,2.0,,-0.2,,1.8
27a1ac525e,98ffda9b32,components,,Skating Skills,,,,1.7,,,3.33
27b3f4c6cd,ba712159f7,components,,Transitions,,,,0.5,,,2.75
27c85a5698,8a45813cde,elements,4,1A,,,1.1,,-0.37,,0.73
27d188f0ff,d5ed5817b7,components,,Interpretation of the Music,,,,2.0,,,3.33
27e43dc9fb,9b550e9b27,elements,1,2S+1T,,,1.7,,0.09,,1.79
280767fd9c,80236df2a4,elements,6,2S,,,1.3,,-0.65,,0.65
283a6bd7dd,2e3942e31a,elements,7,SSp1,,,1.3,,-0.17,,1.13
2848c59c7c,8ba3b27b44,elements,8,2Lo<<,<<,,0.5,,-0.25,,0.25
2861cb8a51,742fb1da63,elements,4,StSqB,,,1.5,,-0.2,,1.3
2868316b42,452f219b70,elements,5,USpB,,,1.0,,0.0,,1.0
288026c20e,84b68ab78e,elements,2,2S<,<,,1.04,,-0.21,,0.83
2889c96865,78439e5881,components,,Performance,,,,1.0,,,1.08
28e3fa2568,3525629243,components,,Interpretation,,,,1.0,,,1.42
28f09097b4,80236df2a4,elements,2,2S+1T,,,1.7,,0.04,,1.74
28f5f62fb2,3800253dab,elements,1,2S+SEQ+1T*,*,,1.04,,-0.43,,0.61
28f6bbb1c9,84b68ab78e,elements,1,2S<<,<<,,0.4,,-0.2,,0.2
28f70fc9d0,f55a85f262,components,,Skating Skills,,,,2.5,,,2.42
290e5e8674,79ad0f7099,elements,4,CCoSp2,,,2.5,,0.0,,2.5
29127da7b9,e42e850f18,components,,Performance,,,,2.0,,,3.67
291e939a99,ebdfb1fe5d,elements,5,1F+1Lo,,,1.0,,-0.02,,0.98
2933df9e25,7e94621f24,elements,6,2Lo,,,1.7,,0.0,,1.7
2936cd153e,b04e49d6df,components,,Skating Skills,,,,1.7,,,3.92
2936e5f661,66f3ec43a4,components,,Transitions,,,,1.0,,,1.75
2950ec4c19,81aaacf960,elements,6,1F,,,0.5,,0.0,,0.5
295c2daae9,cf4a8f5a11,components,,Skating Skills,,,,0.5,,,2.33
29639226f2,ab1356cbff,elements,7,CCoSp1,,,2.0,,-0.13,,1.87
297dc78bae,430691cdbd,elements,6,1Lo<<,<<,,0.0,,0.0,,0.0
297e7910ca,02e73e04ff,elements,3,StSqB,,,1.5,,-0.1,,1.4
299dae41c3,0ccca59e4b,components,,Transitions,,,,1.0,,,2.5
29d9e58a5f,674cff475c,components,,Performance,,,,1.7,,,3.0
29da67d2b0,b25f4e7261,components,,Transitions,,,,1.0,,,2.42
29db07f106,8ba3b27b44,elements,7,CSSp2,,,2.3,,0.15,,2.45
29e1bf2daa,7af3582931,elements,,,,,20.7,,,,20.24
29e93996cc,40e368c142,elements,2,StSq1,,,1.8,,-0.06,,1.74
2a28668b35,40c6d61954,elements,,,,,11.16,,,,11.38
2a2ff67187,b0ea6cd006,elements,7,CUSpB,,,1.5,,-0.1,,1.4
2a34a8ffd3,a69a41a5c0,components,,Performance,,,,2.5,,,1.83
2a6ec6172c,ed76f92308,components,,Skating Skills,,,,2.5,,,2.42
2a792e40a8,71a4576c93,elements,3,2S,,,1.3,,-0.04,,1.26
2a8b909103,dde37a54b4,components,,Interpretation,,,,1.0,,,2.33
2aad29453c,e24d0572a2,elements,4,StSqB,,,1.5,,-0.15,,1.35
2ab4c3dba0,02e73e04ff,elements,5,SSpB,,,1.1,,0.18,,1.28
2ab9fa98a8,ec8433214c,elements,8,CSSp2,,,2.3,,0.08,,2.38
2ac4da774e,5f50da0265,elements,2,CCoSpB,,,1.7,,-0.17,,1.53
2ad690ba32,6a777fab56,elements,4,2F<+1A+SEQ,<,,2.03,,-0.29,,1.74
2b0583b0f1,5f71ecc439,components,,Skating Skills,,,,2.5,,,2.5
2b059f109a,66f7086436,elements,7,StSq2,,,2.6,,0.26,,2.86
2b130e535b,501014a6eb,elements,5,StSq1,,,1.8,,0.0,,1.8
2b13b26782,68f3fb95f9,elements,,,,,11.64,,,,11.23
2b1f62c0f4,552c6c5564,elements,5,StSq2,,,2.6,,0.17,,2.77
2b1f732902,e4710f75b9,elements,1,2Lo+1T,,,2.1,,0.17,,2.27
2b55f39e2b,e5979d4a9e,elements,1,1A+1T,,,1.5,,0.0,,1.5
2b660c6475,42d83bdccb,elements,2,1A,,,1.1,,0.0,,1.1
2b7a16adb3,634e1ea0c5,components,,Interpretation of the Music,,,,1.7,,,2.92
2b7bdfe78f,d5ed5817b7,components,,Transitions,,,,2.0,,,3.33
2b8b4d6457,1f9ecab5b7,elements,7,CSSp1V,,,1.43,,-0.14,,1.29
2b93a4b376,08843fac14,elements,7,2F,,,1.8,,-0.06,,1.74
2b9a48ee39,0ccca59e4b,components,,Skating Skills,,,,1.0,,,3.08
2b9d2b930d,d712134c79,elements,5,2S<,<,,1.04,,-0.52,,0.52
2ba85b11dc,625f546e5b,components,,Performance,,,,1.0,,,2.5
2ba980f13b,db2565c1bb,components,,Transitions,,,,1.0,,,2.5
2bb569ca04,1308f16dc4,components,,Skating Skills,,,,2.5,,,2.67
2bbcca83b2,fdf4edffc3,elements,5,2T,,,1.3,,0.0,,1.3
2bbce1cea6,e768519579,elements,3,CCoSp2,,,2.5,,0.17,,2.67
2bc982b1c9,1fedb6444f,components,,Skating Skills,,,,1.0,,,2.67
2bd3748a75,ddab4f666d,elements,1,2Fe+1A+SEQ,e,,2.03,,-0.34,,1.69
2be5fa5e9a,b59a716b68,elements,1,2F+2T,,,3.1,,-0.06,,3.04
2c1576c1ad,95d4f14cd9,elements,2,1T,,x,0.8,,0.0,,0.8
2c18553ea6,4bf723e344,elements,,,,,19.2,,,,18.66
2c21583c53,af590b5650,components,,Performance,,,,1.7,,,3.67
2c3d730f8e,d94872bf92,components,,Transitions,,,,1.0,,,2.0
2c4d1b0411,e09453aa04,elements,4,1A+1T,,,1.5,,0.11,,1.61
2c5634d97b,b7f3cd43bd,elements,3,2Lo,,,1.7,,0.0,,1.7
2c5a35ad71,9614d4a18f,elements,8,2S,,,1.3,,-0.22,,1.08
2c738ed6c6,66280bab53,components,,Skating Skills,,,,2.5,,,3.5
2c90b9b96d,316a0a0061,components,,Interpretation of the Music,,,,1.7,,,2.0
2c959d4141,d89b696204,elements,2,2F!,!,,1.8,,-0.78,,1.02
2ca0494500,cfc4314093,elements,3,2F<,<,,1.44,,-0.29,,1.15
2ca882feb3,481fede470,components,,Skating Skills,,,,2.5,,,2.17
2cc36a4f9f,9660a36d6a,components,,Transitions,,,,1.0,,,1.0
2cca0b119d,40dbb42122,elements,6,USpB,,,1.0,,0.07,,1.07
2cd0276231,d57ab95a95,components,,Interpretation of the Music,,,,1.7,,,3.42
2cd357bc9f,802207973b,elements,1,StSqB,,,1.5,,0.1,,1.6
2ce02ee009,a7bc0fe783,elements,,,,,6.4,,,,6.09
2ce7e35aa5,a390cf882d,elements,8,1F+1Lo,,,1.0,,-0.02,,0.98
2cfa53690a,a0cfe15517,elements,1,1A,,,1.1,,0.0,,1.1
2d02d64f74,33bd50a7c5,components,,Skating Skills,,,,1.7,,,3.33
2d10a2fc2f,caa1956039,elements,7,2S,,,1.3,,0.04,,1.34
2d1396b955,f55a85f262,elements,6,CCoSp1,,,2.0,,-0.13,,1.87
2d1c3097f7,cfc4314093,elements,7,1A+1A+SEQ,,,1.76,,-0.04,,1.72
2d1d29c568,691b4ec933,elements,3,1A,,,1.1,,0.04,,1.14
2d24c37c63,b9306bfa05,elements,3,CCoSp1,,,2.0,,0.0,,2.0
2d370728e5,26a1a3bc5b,elements,,,,,13.3,,,,12.46
2d3790d61f,ddab4f666d,components,,Interpretation of the Music,,,,1.7,,,2.92
2d45aad00a,61da9b2558,components,,Performance,,,,2.5,,,2.83
2d4f0c61ba,9fb7b55d58,elements,3,2S,,,1.3,,0.13,,1.43
2d6ea4f162,bf93cb4620,elements,4,2Loq,q,,1.7,,-0.28,,1.42
2d725e6b90,0da9209265,elements,,,,,11.9,,,,11.08
2d755d2a04,0c89133d31,elements,4,2S,,,1.3,,-0.65,,0.65
2d7cc70c72,9b550e9b27,elements,6,2Lo,,,1.7,,0.0,,1.7
2d879308b5,b0b5045921,components,,Skating Skills,,,,0.5,,,1.83
2dab8da540,3525629243,elements,4,StSqB,,,1.5,,0.0,,1.5
2db6973e6c,f8f05265a4,elements,6,SSpB,,,1.1,,-0.04,,1.06
2db8e87f12,f8f05265a4,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
2e007cbd19,e5db85b6b3,elements,4,StSqB,,,1.5,,0.0,,1.5
2e02c0676f,b25f4e7261,components,,Interpretation,,,,1.0,,,2.33
2e18d35b80,daf3d8af16,elements,1,2Loq+1T,q,,2.1,,-0.34,,1.76
2e1a21cc0e,d89b696204,elements,,,,,14.48,,,,14.02
2e42a51cb6,0ccca59e4b,elements,8,1F+1Lo,,x,2.0,,-0.02,,1.98
2e57834622,2af5a5445b,elements,2,StSqB,,,1.5,,-0.2,,1.3
2e5ffb9fcc,6f0853fe6c,elements,6,FCCoSp3V,,,2.25,,0.0,,2.25
2e66afe776,a70f82abb3,components,,Performance,,,,2.5,,,2.58
2e73116465,40dbb42122,elements,3,1Lo,,x,1.0,,0.02,,1.02
2e75593360,eafa5802d0,elements,3,StSq2,,,2.6,,0.0,,2.6
2e84162581,41dbf67cd2,elements,7,CoSpBV,,,1.13,,0.0,,1.13
2e9fbe1d29,6bf59c1925,elements,4,1Lo,,x,1.0,,0.0,,1.0
2ea3f4cad0,7fcd568057,elements,4,StSqB,,,1.5,,0.0,,1.5
2ea84e8b5f,5869bb8ad4,elements,2,1Lz+1A+SEQ,,,1.36,,-0.48,,0.88
2eb7309112,0c564afae2,elements,6,1A,,,1.1,,-0.07,,1.03
2ebf913d41,acc7622aa0,elements,2,StSqB,,,1.5,,-0.15,,1.35
2ed8af938d,d302863698,components,,Performance,,,,1.0,,,2.17
2f03f2e013,1308f16dc4,elements,3,CCoSp1,,,2.0,,-0.07,,1.93
2f07419fbc,7ce5bb188f,elements,1,StSqB,,,1.5,,0.0,,1.5
2f3a7c60a4,d94872bf92,components,,Performance,,,,1.0,,,1.92
